TITLE,PDF_LINK
Technology Roadmap for Transition Finance,https://www.jcr.co.jp/download/1788657df754627992b30db95279e69db649b4d6dd74647229/21d1472_3.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/transition_finance_case_study_osakagas_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/transition_finance_case_study_osakagas_jpn.pdf
Technology Roadmap for Transition Finance,"https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_e/53.Osaka%20Gas%20Co.,%20Ltd..pdf"
Technology Roadmap for Transition Finance,https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_j/53.%E5%A4%A7%E9%98%AA%E3%82%AC%E3%82%B9%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/transition_finance_case_study_mhi_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/transition_finance_case_study_mhi_jpn.pdf
Technology Roadmap for Transition Finance,"https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_e/54.Mitsubishi%20Heavy%20Industries,%20Ltd..pdf"
Technology Roadmap for Transition Finance,https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_j/54.%E4%B8%89%E8%8F%B1%E9%87%8D%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/transition_finance_case_study_idemitsu_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/transition_finance_case_study_idemitsu_jpn.pdf
Technology Roadmap for Transition Finance,"https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_e/56.Idemitsu%20Kosan%20Co.,Ltd..pdf"
Technology Roadmap for Transition Finance,https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_j/56.%E5%87%BA%E5%85%89%E8%88%88%E7%94%A3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_hokuriku_electric_power_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_hokuriku_electric_power.pdf
Technology Roadmap for Transition Finance,https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_j/70.%E5%8C%97%E9%99%B8%E9%9B%BB%E5%8A%9B%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_tohogas_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_tohogas.pdf
Technology Roadmap for Transition Finance,"https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_e/72.TOHO%20GAS%20CO.,LTD..pdf"
Technology Roadmap for Transition Finance,https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_j/72.%E6%9D%B1%E9%82%A6%E3%82%AC%E3%82%B9%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE(ANNEX).pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_tokyogas_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_tokyogas.pdf
Technology Roadmap for Transition Finance,"https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_e/77.Tokyo%20Gas%20Co.,%20Ltd(2).pdf"
Technology Roadmap for Transition Finance,https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_j/77.%E6%9D%B1%E4%BA%AC%E3%82%AC%E3%82%B9%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20(2).pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_kirinhd_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_kirinhd.pdf
Technology Roadmap for Transition Finance,"https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_e/81.Kirin%20Holdings%20Company,%20Limited(ANNEX).pdf"
Technology Roadmap for Transition Finance,https://webmagazine.dnv.co.jp/assets/images/sus_list/data/sus_finance_list_/pdfreport_j/81.%E3%82%AD%E3%83%AA%E3%83%B3%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE(ANNEX).pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_jal_eng.pdf
Technology Roadmap for Transition Finance,https://www.meti.go.jp/policy/energy_environment/global_warming/transition/overview_jal.pdf
Sustainable Financing Framework of National Bank of Kuwait,https://www.nbk.com/dam/jcr:507f03bd-0473-4670-a131-fdbd0f0b404e/NBK-Sustainable-Financing-Framework.pdf
Sustainable Financing Framework of National Bank of Kuwait,https://www.nbk.com/dam/jcr:507f03bd-0473-4670-a131-fdbd0f0b404e/NBK-Sustainable-Financing-Framework.pdf
Sustainable Financing Framework of National Bank of Kuwait,https://www.nbk.com/dam/jcr:a908d210-1072-4e51-a0f2-3cf729a67ba8/NBK-SPO-Report-2022Feb25.pdf
Sustainable Financing Framework of National Bank of Kuwait,https://www.nbk.com/dam/jcr:a908d210-1072-4e51-a0f2-3cf729a67ba8/NBK-SPO-Report-2022Feb25.pdf
NextGenerationEU Green Bonds,https://commission.europa.eu/document/download/1f83bdba-2dc0-4a13-a3cc-4a95c0b29b63_en?filename=SWD_2022_442_F1_STAFF_WORKING_PAPER_EN_V4_P1_2417689.PDF
NextGenerationEU Green Bonds,https://commission.europa.eu/document/download/1f83bdba-2dc0-4a13-a3cc-4a95c0b29b63_en?filename=SWD_2022_442_F1_STAFF_WORKING_PAPER_EN_V4_P1_2417689.PDF
Shanghai Stock Exchange's ESG disclosure requirement for STAR Market companies,https://static.reuters.com/resources/media/editorial/20210405/DiversityReportApril2021.pdf
The Companies and LLPs (Climate-related Financial Disclosure) Regulations 2022,https://www.legislation.gov.uk/uksi/2022/31/pdfs/uksi_20220031_en.pdf
The Companies and LLPs (Climate-related Financial Disclosure) Regulations 2022,https://www.legislation.gov.uk/uksi/2022/31/made/data.pdf
The Companies and LLPs (Climate-related Financial Disclosure) Regulations 2022,https://www.legislation.gov.uk/uksi/2022/31/introduction/made/data.pdf
U.S. Department of Treasury signs a USD 1 billion loan agreement for Clean Technology Fund,https://home.treasury.gov/system/files/136/Fact-Sheet-IRA-Equitable-Clean-Energy-Economy.pdf
EU Taxonomy: Complementary Climate Delegated Act,https://finance.ec.europa.eu/document/download/e01e9e40-7698-4b08-a9ea-078fb7070f18_en?filename=sustainable-finance-taxonomy-complementary-climate-delegated-act-factsheet_en.pdf
EU Taxonomy: Complementary Climate Delegated Act,https://finance.ec.europa.eu/document/download/e01e9e40-7698-4b08-a9ea-078fb7070f18_en?filename=sustainable-finance-taxonomy-complementary-climate-delegated-act-factsheet_en.pdf
Egyptian FRA sets deadline for ESG & TCFD reporting in the non-banking financial sector,http://d3a0oa8cittb3t.cloudfront.net/researchreports/Disclaimers/TR%20Disclaimer.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,http://s3-ap-south-1.amazonaws.com/indigo-cms-contents/s3fs-public/public://2021-12/NSE_Circular_15102021.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,http://s3-ap-south-1.amazonaws.com/indigo-cms-contents/s3fs-public/public://2021-12/SEBI_Circular_14102021.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,http://s3-ap-south-1.amazonaws.com/indigo-cms-contents/s3fs-public/public://2022-04/NSE_Circular_04042022_0.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,http://s3-ap-south-1.amazonaws.com/indigo-cms-contents/s3fs-public/public://2022-04/SEBI_Circular_29032022.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CML59419.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CML59412.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/FAOP59410.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CMPT59366.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CML59424.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CML59421.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CML59420.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CML59414.pdf
NSE-SES Integrated Guide to Business Responsibility & Sustainability Report,https://nsearchives.nseindia.com/content/circulars/CML59397.pdf
EIOPA's Climate stress test for the occupational pensions sector 2022,https://www.eiopa.europa.eu/document/download/2d53e24d-3631-465d-877c-603675b62c66_en?filename=2022%20IORP%20stress%20test%20technical%20specifications.pdf
EIOPA's Climate stress test for the occupational pensions sector 2022,https://www.eiopa.europa.eu/document/download/90ebe843-06c1-4f03-837e-81106076d980_en?filename=2022%20IORP%20stress%20test%20common%20balance%20sheet%20technical%20specifications.pdf
EIOPA's Climate stress test for the occupational pensions sector 2022,https://www.eiopa.europa.eu/document/download/21c15cc0-650d-4676-a4fc-f89cf5fea7ab_en?filename=QA%20contacts.pdf
EIOPA's Climate stress test for the occupational pensions sector 2022,https://www.eiopa.europa.eu/document/download/b35bf493-ba6e-49de-ba52-43bdc5e9c1c2_en?filename=ESRB%20climate%20scenario%20for%20the%20EIOPA%202022%20IORP%20stress%20test.pdf
"U.S Executive Order to strengthen the country's forests, boost wildfire resilience, and combat global deforestation",https://www.usda.gov/sites/default/files/documents/usda-rural-fact-sheet.pdf
"U.S Executive Order to strengthen the country's forests, boost wildfire resilience, and combat global deforestation",https://www.noaa.gov/sites/default/files/2022-04/Nature-based-Solutions-Compendium.pdf
A standard on climate-related risk disclosure for US insurance companies,https://content.naic.org/sites/default/files/inline-files/2022ProposedClimateRiskSurvey_0.pdf?msclkid=e24cf6f2b47211eca09ac1c752e22857
Notice on Doing a Good Job in the Management of Enterprise Greenhouse Gas Emissions Report in 2022,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk06/202203/W020220315357527525875.pdf
Notice on Doing a Good Job in the Management of Enterprise Greenhouse Gas Emissions Report in 2022,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk06/202203/W020220315357528424119.pdf
Notice on Doing a Good Job in the Management of Enterprise Greenhouse Gas Emissions Report in 2022,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk06/202203/W020220315357530736747.pdf
EBA's final draft implementing technical standards on prudential disclosures on ESG risks,https://www.eba.europa.eu/sites/default/documents/files/document_library/Publications/Draft%20Technical%20Standards/2022/1026171/EBA%20draft%20ITS%20on%20Pillar%203%20disclosures%20on%20ESG%20risks.pdf
EBA's final draft implementing technical standards on prudential disclosures on ESG risks,https://www.eba.europa.eu/sites/default/documents/files/document_library/Publications/Draft%20Technical%20Standards/2022/1026173/Annex%20II%20-%20Instructions%20for%20ESG%20prudential%20disclosures%20templates.pdf
EBA's final draft implementing technical standards on prudential disclosures on ESG risks,https://www.eba.europa.eu/sites/default/documents/files/document_library/News%20and%20Press/Communication%20materials/Factsheets/1026177/EBA%202021.5984%20ESG%20Factsheet%20update2.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.bankofengland.co.uk/-/media/boe/files/stress-testing/2021/the-2021-biennial-exploratory-scenario-on-the-financial-risks-from-climate-change.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.fca.org.uk/publication/corporate/climate-financial-risk-forum-guide-2020-risk-management-chapter.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/671018/A_guide_to_energy_performance_certificates_for_the_marketing__sale_and_let_of_dwellings.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.ngfs.net/sites/default/files/medias/documents/820184_ngfs_scenarios_final_version_v6.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.ngfs.net/en/sites/default/files/ngfs-scenarios-phase2-presentation.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.bankofengland.co.uk/-/media/boe/files/stress-testing/2021/the-2021-biennial-exploratory-scenario-on-the-financial-risks-from-climate-change.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.bankofengland.co.uk/-/media/boe/files/stress-testing/2021/the-2021-biennial-exploratory-scenario-on-the-financial-risks-from-climate-change.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.ngfs.net/en/sites/default/files/ngfs-scenarios-phase2-presentation.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.ngfs.net/sites/default/files/medias/documents/820184_ngfs_scenarios_final_version_v6.pdf
Results of the 2021 Climate Biennial Exploratory Scenario (CBES) for the largest UK banks and insurers,https://www.bankofengland.co.uk/-/media/boe/files/stress-testing/2022/results-of-the-2021-cbes.pdf
ECB’s Guide on climate-related and environmental risk,https://www.bankingsupervision.europa.eu/ecb/pub/pdf/ssm.202011finalguideonclimate-relatedandenvironmentalrisks~58213f6564.en.pdf
Status Report on the Sustainability of the Hungarian Financial System,https://www.mnb.hu/letoltes/20210303-zold-penzugyi-jelentes-angol.pdf
"France's Law on Energy and Climate Adds Coverage of Biodiversity, Ecosystems, and Renewable Energy to Investors' Non-Financial Reporting",https://www.legifrance.gouv.fr/contenu/Media/Files/autour-de-la-loi/legislatif-et-reglementaire/etudes-d-impact-des-lois/ei_art_39_2019/ei_consolidee_trex1914696l_lettre_rectificative_pjl_energie_climat_12.06.2019.pdf
"France's Law on Energy and Climate Adds Coverage of Biodiversity, Ecosystems, and Renewable Energy to Investors' Non-Financial Reporting",https://www.legifrance.gouv.fr/contenu/Media/Files/autour-de-la-loi/legislatif-et-reglementaire/avis-du-ce/2019/avis_ce_trex1911204l_pjl_energie_climat_cm_30.04.2019.pdf
"France's Law on Energy and Climate Adds Coverage of Biodiversity, Ecosystems, and Renewable Energy to Investors' Non-Financial Reporting",https://www.legifrance.gouv.fr/contenu/Media/Files/autour-de-la-loi/legislatif-et-reglementaire/avis-du-ce/2019/avis_ce_trex1914696l_6.6.2019.pdf
ACPR Main scenarios and assumptions of the climate pilot exercise,https://acpr.banque-france.fr/sites/default/files/medias/documents/20200717_main_assumptions_and_scenarios_of_the_acpr_climate_pilot_exercise.pdf
ACPR Main scenarios and assumptions of the climate pilot exercise,https://acpr.banque-france.fr/sites/default/files/medias/documents/20200717_main_assumptions_and_scenarios_of_the_acpr_climate_pilot_exercise.pdf
ACPR Main scenarios and assumptions of the climate pilot exercise,https://acpr.banque-france.fr/sites/default/files/medias/documents/20200717_main_assumptions_and_scenarios_of_the_acpr_climate_pilot_exercise.pdf
ACPR Main scenarios and assumptions of the climate pilot exercise,https://acpr.banque-france.fr/sites/default/files/medias/documents/20200717_main_assumptions_and_scenarios_of_the_acpr_climate_pilot_exercise.pdf
ACPR Main scenarios and assumptions of the climate pilot exercise,https://acpr.banque-france.fr/sites/default/files/medias/documents/20200717_main_assumptions_and_scenarios_of_the_acpr_climate_pilot_exercise.pdf
Malta Stock Exchange Green Market,https://borzamalta.com.mt/siteimages/Documents/byelaws/Chap5_Admission_Requirements.pdf
Malta Stock Exchange Green Market,https://cdn.borzamalta.com.mt/SiteImages/Documents/byelaws/MSE_ALL_Bye_Laws.pdf
Malta Stock Exchange Green Market,https://cdn.borzamalta.com.mt/download/Official_list/official_list.pdf
EFRAG recommendations on the development of EU sustainability reporting standards,https://www.efrag.org/Assets/DownLoad?assetUrl=%2Fsites%2Fwebpublishing%2FProject%2520Documents%2F1907190741044061%2FEFRAG_due_process_correspondence_register.pdf
EFRAG recommendations on the development of EU sustainability reporting standards,http://www.efrag.org/Assets/Download?assetUrl=%2fsites%2fwebpublishing%2fSiteAssets%2fJean-Paul%2520Gauz%c3%a8s%2520-%2520Ad%2520Personam%2520Mandate%2520-%2520Final%2520Report%2520-%252005-03-2021.pdf
EFRAG recommendations on the development of EU sustainability reporting standards,http://www.efrag.org/Assets/Download?assetUrl=/sites/webpublishing/SiteAssets/Letter%2520EVP%2520annexNFRD%2520%2520technical%2520mandate%25202020.pdf
EFRAG recommendations on the development of EU sustainability reporting standards,https://www.efrag.org/Assets/Download?assetUrl=/sites/webpublishing/SiteAssets/Letter%2520EVP%2520annex%2520NFRD%2520governance%2520mandate%25202020.pdf
EFRAG recommendations on the development of EU sustainability reporting standards,https://www.efrag.org/Assets/Download?assetUrl=%2Fsites%2Fwebpublishing%2FSiteAssets%2FJean-Paul%20Gauz%C3%A8s%20-%20Ad%20Personam%20Mandate%20-%20Final%20Report%20-%2005-03-2021.pdf
EFRAG recommendations on the development of EU sustainability reporting standards,https://www.efrag.org/Assets/Download?assetUrl=%2Fsites%2Fwebpublishing%2FSiteAssets%2F210308%2520Final%2520press%2520release%2520for%2520NFRS%2520mandates%2520report%2520publication.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/794796/8801570/Rapport%20DSSMPIF%202022.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/794796/8801570/Rapport%20DSSMPIF%202022.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/793755/8794105/CdP_Buna_Fr.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/793755/8794105/CdP_Buna_Fr.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/793020/8789218/World%20Bank%20SDB%20Oct%202023%20Press%20Release_FINAL%20FRENCH_.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/793020/8789218/World%20Bank%20SDB%20Oct%202023%20Press%20Release_FINAL%20FRENCH_.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/792395/8784893/CdP_ConseilBAM_T32023_Fr.pdf
Bank Al -Maghrib (BAM) “Directive relative au dispositif de gestion des risques financiers liés au changement climatique et à l’environnement”.,https://www.bkam.ma/content/download/792395/8784893/CdP_ConseilBAM_T32023_Fr.pdf
The American Jobs Plan,https://www.academia.edu/download/48805773/j.1600-0668.2004.00235.x20160913-16864-4x9hmc.pdf
The American Jobs Plan,https://www.ltsscenter.org/wp-content/uploads/2020/09/Making-Care-Work-Pay-Report-FINAL.pdf
The American Jobs Plan,https://equitablegrowth.org/wp-content/uploads/2020/06/060420-WP-Worker-earnings-service-quality-and-firm-profitability-Ruffini.pdf
The American Jobs Plan,https://lisadcook.net/wp-content/uploads/2014/02/pats_paper17_1013_final_web.pdf
The American Jobs Plan,http://www.equality-of-opportunity.org/assets/documents/inventors_summary.pdf
The American Jobs Plan,https://obamawhitehouse.archives.gov/sites/default/files/page/files/20161220_active_labor_market_policies_issue_brief_cea.pdf
Austria issued inaugural green bond,https://static.reuters.com/resources/media/editorial/20210405/DiversityReportApril2021.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/fk4l5mfd/031023conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/egjbgaop/pr280923.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/t2gfuare/pr260923_2.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/pklh1uj5/prosp260923.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/lwgbvqoa/pr260923conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/ds0o3vee/pr190923a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/gubaap1f/prosp190923a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/k5npylkk/040723conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/1ttetzbg/pr270623b.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/odcds1ky/240523conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/sukjxjvn/prosp270623b.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/odcds1ky/240523conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/knmdy3yj/pr170523.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/rtlctnst/prosp170523a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/tubgwj0w/220223conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/3e1podjd/pr150223.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/fjjbgwf4/prosp150223.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/g30dx0al/010223conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/mgbfna3y/pr250123.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/0owhybli/prosp250123.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/wlrjiq2c/091122conventional.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/w0dmeiwi/pr021122.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/ukdlwra2/prosp021122.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/qhijui35/prosp280922b.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/faajgkls/prosp280922a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/ii1j1y4d/pr280922a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/yxtnpt5l/pr260922.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/whubbj1o/pr150922.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/crldc2jv/mn090922.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17984/pr100522.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/naeg51rd/pr030522.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/dqmlkb2j/prosp030522.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17767/prosp211021a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17766/prosp211021b.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17762/pr211021.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17757/sa191021.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17753/pr141021.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/fa5lzge4/pr121021.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17743/pr081021.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17726/pr011021.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17710/prosp210921d.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17709/prosp210921c.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17705/pr210921.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17708/pr210921c.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17690/pr140921a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17686/pr130921.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17685/pr090921.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17668/pr030921.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17652/pr270821.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17583/pr020721a.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17574/pr300621c.pdf
UK Government Green Gilt issuance,https://assets.website-files.com/5df9172583d7eec04960799a/6257df76b02ef7ca1b218a41_20210628_V.E_SPO_UK_Final%20Version%20docx.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17601/pr150721.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17571/sa300621.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17497/pr280521.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17450/pr040521b.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17419/sa190421.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17329/sa040321.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/cp1pjhga/drmr2122.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/c5ahu3rx/sa030321.pdf
UK Government Green Gilt issuance,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966868/BUDGET_2021_-_web.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17251/sa270121.pdf
UK Government Green Gilt issuance,https://dmo.gov.uk/media/17077/sa031120.pdf
Working paper on mandatory climate-related disclosure by financial institutions and the financing of fossil energy,https://publications.banque-france.fr/sites/default/files/medias/documents/wp800.pdf
Working paper on mandatory climate-related disclosure by financial institutions and the financing of fossil energy,https://publications.banque-france.fr/sites/default/files/medias/documents/wp800.pdf
Working paper on mandatory climate-related disclosure by financial institutions and the financing of fossil energy,https://publications.banque-france.fr/sites/default/files/medias/documents/wp800.pdf
Working paper on mandatory climate-related disclosure by financial institutions and the financing of fossil energy,https://publications.banque-france.fr/sites/default/files/medias/documents/wp800.pdf
Working paper on mandatory climate-related disclosure by financial institutions and the financing of fossil energy,https://publications.banque-france.fr/sites/default/files/medias/documents/wp800.pdf
Euronext CAC40 ESG Index,https://www.euronext.com/sites/default/files/2021-03/22032021_Euronext_CAC%2040%20ESG.pdf
Luxembourg Green Exchange (LGX) section for Climate-Aligned issuers,https://www.luxse.com/discover-lgx/-/media/bdl-port-luxse-ssr/Data/Media/Files/footer-documents/reclamations-clients.pdf
Luxembourg Green Exchange (LGX) section for Climate-Aligned issuers,https://www.luxse.com/discover-lgx/-/media/bdl-port-luxse-ssr/Data/Media/Files/footer-documents/conflict-of-interest-policy.pdf
The EU Platform on Sustainable Finance advises on transition finance,https://ec.europa.eu/info/sites/info/files/business_economy_euro/banking_and_finance/documents/210319-eu-platform-transition-finance-report_en.pdf
Green and Sustainable Finance Cross-Agency Steering Group,https://www.hkma.gov.hk/media/eng/doc/key-information/press-release/2021/20210715e4a1.pdf
