Title,Description,ImageUrl,Link,Date,Type
Black Lives Matter & Business,"The Black Lives Matter &amp; Business report explains what steps businesses can take to be anti-racist and positively contribute to the Black Lives Matter movement. The document identifies key challenges, practical actions, and useful resources that can help solve the problem of systemic racism in the workplace and beyond. This report features in-depth research by the Global Compact Network UK, supported by insights and contributions from the expert guest speakers featured in the 2020 Black Lives Matter &amp; Business webinar series, also organised by the Global Compact Network UK",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5882/show@2x/blm_cover.PNG?1618585905,/library/5882,2021-01-01,Report
Implementing Effective Modern Slavery Grievance Mechanisms: A Guidance Note for Business,This Guidance Note aims to provide practical advice to support businesses at all stages of designing and implementing effective business-led grievance mechanisms to hear and address complaints about modern slavery in their operations and their supply chains.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5883/show@2x/Implementing_Effective_Modern_Slavery_Grievance_Mechanisms_Guidance_Note_for_Business_FINAL_cover.PNG?1619015775,/library/5883,2021-01-01,Report
Effective Modern Slavery Grievance Mechanisms: A Case Study Publication for Business,"The report offers businesses a basis for understanding the expectations set out in the UNGPs and the Australian Modern Slavery Act 2018 in relation to grievance mechanisms. By incorporating case studies of Australian and international businesses and organisations, it illustrates good practice examples for designing and implementing grievance mechanisms that can address modern slavery. This report is accompanied by a practical guide, Implementing Effective Modern Slavery Grievance Mechanisms: A Guidance Note for Business.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5884/show@2x/effective_modern_cover.PNG?1619015778,/library/5884,2021-01-01,Case Example
SBTi Corporate Manual,"  The SBTi defines and promotes best practice in science-based target setting and offers resources and guidance to reduce barriers to adoption. The SBTi Corporate Manual is a combination of two previously available resources, the Call to Action Guidelines-which gives information on the four step process for joining the initiative- and the SBTi Manual-which provides stepwise guidance and recommendations for setting SBTs- now combined, streamlined, and newly-released to best support companies throughout all steps of the science-based target setting journey. ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5885/show@2x/sbti_cover_new.PNG?1619042561,/library/5885,2021-01-01,Report
Maritime Transport and the COVID-19 Crew Change Crisis: A Tool to Support Human Rights Due Diligence,"The Human Rights Due Diligence Tool provides guidance and a checklist for cargo owners, charterers and logistics providers to conduct human rights due diligence across their supply chains to identify, prevent, mitigate and address adverse human rights impacts for seafarers impacted by the ongoing Covid-19 crisis.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5886/show@2x/Maritime_Human_Rights_Risks_and_the_COVID-19_Crew_Change_Crisis_cover.PNG?1620309239,/library/5886,2021-01-01,Report
Achieving the Living Wage Ambition: Reference Sheet and Implementation Guidance,"Description: Part of the UN Global Compact SDG Ambition Accelerator Initiative, the Living Wage Ambition is one of ten SDG Ambition Benchmarks aiming at challenging organizations to set more ambitious targets and accelerating integration of the 17 Sustainable Development Goals (SDGs) into core business management. This ambition is encouraging companies to provide and promote a living wage as an essential aspect of decent work to ensure all workers, families and communities can live in dignity. The guide “Achieving the Living Wage Ambition: Reference Sheet and Implementation Guidance” provides illustrative details regarding the steps to take to successfully implement a living wage programme in a company’s business system which will lead to all employees being provided with wages and benefits that are sufficient to cover at least their basic needs. For more information on the SDG Ambition Accelerator Initiative please visit here.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5887/show@2x/sdg-ambition-cover.PNG?1621976229,/library/5887,2021-01-01,Report
EXECUTIVE SUMMARY - SDG 16 Business Framework Inspiring Transformational Governance,"Executive Summary of the SDG 16 Business Framework: Inspiring Transformational Governance. The Framework provides companies with guidance on strengthening business culture, ethics and performance and supporting public institutions, laws and systems. It sets out the theory of transformational governance and how it is underpinned by the targets and tenets of SDG 16: peace, justice and strong institutions. It presents the what, why and, most importantly, how of transformational governance through guidance and examples for each target of SDG 16.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5888/show@2x/summary-cover.PNG?1622053565,/library/5888,2021-01-01,Policy Document
"Advancing Business Understanding of Peace, Justice and Strong Institutions Country Consultation Reports","The UN Global Compact’s Action Platform for Peace, Justice and Strong Institutions promotes business engagement on SDG 16, including through the SDG 16 Business Framework I Inspiring Transformational Governance. In order to inform the Framework and to explore the themes of peace, justice and strong institutions within a national and regional context, a series of 14 country consultations were held with representatives from business, Global Compact Local Networks, civil society, government and academia in attendance. The following is a compilation of the reports from these workshops.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5889/show@2x/Cover_photo_-_14_country_consultations_.png?1622148930,/library/5889,2021-01-01,Policy Document
"ADVANCING BUSINESS UNDERSTANDING OF PEACE, JUSTICE AND STRONG INSTITUTIONS - COUNTRY CONSULTATION GLOBAL SYNTHESIS REPORT","The UN Global Compact’s Action Platform for Peace, Justice and Strong Institutions promotes business engagement on SDG 16, including through the SDG 16 Business Framework I Inspiring Transformational Governance. In order to inform the Framework and to explore the themes of peace, justice and strong institutions within a national and regional context, a series of 14 country consultations were held with representatives from business, Global Compact Local Networks, civil society, government and academia in attendance. The following synthesis of these discussions.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5890/show@2x/advancing_cover.PNG?1622142770,/library/5890,2021-01-01,Policy Document
Accelerating Blue Bonds Issuances in Latin America and the Caribbean,"Provides a comprehensive look at a new asset class to mobilize capital to solve water-related challenges, create sustainable ocean business opportunities and signal responsible ocean stewardship.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5891/show@2x/blue_bond_cover2.PNG?1623078573,/library/5891,2021-01-01,Report
Target Gender Equality Case Studies,"Through the Target Gender Equality Newsletter, stories of action and impact across the globe are shared, featuring Global Compact companies and the individuals that are driving change within their organizations and beyond. Read more about the companies moving the needle to advance gender equality in the workplace, marketplace and community. Sign up to future newsletter here.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5892/show@2x/case_study_cover.PNG?1623256572,/library/5892,2021-01-01,Case Example
Target Gender Equality Interviews with Female Leaders," Through the Target Gender Equality Newsletter, stories of action and impact across the globe are shared, featuring Global Compact companies and the individuals that are driving change within their organizations and beyond. Read more about the women moving the needle to advance gender equality in the workplace, marketplace and community. Sign up to future newsletter here.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5893/show@2x/when_she_leads_cover.PNG?1623256615,/library/5893,2021-01-01,Case Example
Taking the Temperature. Assessing and scaling-up climate ambition in the G7 business sector,"This new report from the Science Based Targets initiative (SBTi), prepared by CDP and the UN Global Compact, takes stock of corporate climate ambition in G7 countries, assessing the temperature ratings of the leading equity indexes of these markets. Analysis is based on emissions reduction target data submitted by companies to CDP and the SBTi. It focuses on mid-term rather than long-term target data, given the urgency to halve emissions by 2030. The report frames science-based target setting as the solution to bridge the ambition gap, outlining four levers to unlock breakthrough climate mitigation action through science-based targets.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5894/show@2x/sbt-cover-new.PNG?1623343195,/library/5894,2021-01-01,Report
Leadership Briefing from the UN Global Compact,"Overview of initial findings emerging from the 2021 UN Global Compact Annual Implementation Survey and the 2021 UN Global Compact-Accenture CEO survey. This ""first look"" overview was presented at the 2021 UN Global Compact Leaders Summit, findings will be released through the rest of 2021. View the data visualization here.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5895/show@2x/briefing_covef.PNG?1623852908,/library/5895,2021-01-01,Report
Uniting against Corruption: A Playbook on Anti-Corruption Collective Action,"Uniting against Corruption: A Playbook on Anti-Corruption Collective Action was developed as part of the UN Global Compact multi-year project Scaling up Anti-Corruption Collective Action within Global Compact Local Networks. With the six-step approach and deep dives on key roles throughout the Collective Action process, the Playbook enables readers to make a clear diagnosis of their local corruption landscape, identify and engage stakeholders and apply the Collective Action methodology to address identified corruption challenges and mitigate potential business risks. Ultimately this Playbook aims to mainstream the understanding and uptake of Collective Action among Global Compact Local Networks, businesses and other relevant stakeholders.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5896/show@2x/corruption_cover.PNG?1623789686,/library/5896,2021-01-01,Report
CFO Principles KPIs and Definitions for Progress Measurement and Target Setting,This document contains a set of Key Performance Indicators (KPIs) to measure progress towards the implementation of the CFO Principles on Integrated SDG Investment and Finance,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5929/show@2x/cfo_cover_new.PNG?1625238816,/library/5929,2021-01-01,Report
The SME Guide to Corporate Sustainability,"To help SMEs gear up for their exciting journeys in sustainability, Global Compact Network Singapore is pleased to launch its inaugural SME Guide to Corporate Sustainability. The SME Guide shines a spotlight on latest sustainability trends and offers insights on how to adapt. It comes with a 6-step process to get started and useful tools and resources to support business transformation.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5933/show@2x/sme_guide_to_corporate.PNG?1630511485,/library/5933,2021-01-01,Report
The Future Is Green And Inclusive - Eastern Europe,"Making Global Goals Local Business - Georgia was a platform for business, UN and Government to foster multi-stakeholder dialogues and yield new partnerships. Following the event, Global Compact Local Networks Georgia, Ukraine, Serbia, North Macedonia, Croatia, Russia, Poland and Turkey have collected case studies featuring effort from the private sector to deliver significant cuts in carbon emissions and accelerate the transition to clean energy. This publication co-developed by the Local Networks compiles these examples demonstrating a growing momentum in the region towards net-zero emissions and a green transition in Eastern Europe.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5966/show@2x/future_is_green.PNG?1631281864,/library/5966,2021-01-01,Policy Document
Charting a 1.5°C Trajectory for Maritime Transport,"  Outlines a set of key actions and recommendations for business leaders and policy makers to accelerate an equitable decarbonization of maritime transport in line with a 1.5°C trajectory. The brief is the outcome of the UN Global Compact ""Blue Road to COP 26,"" a multi-stakeholder work stream to advance ocean-based climate solutions.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5967/show@2x/charting_1.5.PNG?1631900989,/library/5967,2021-01-01,Policy Document
Blueprint for a Climate-Smart Ocean to Meet 1.5°C,"This Blueprint lays out six key steps to unlock a climate-smart ocean to meet 1.5 C, from innovative ocean management and human-centred policies, to harnessing blue finance and leveraging the ocean-climate nexus in political processes. The blueprint is the outcome of the UN Global Compact Blue Road to COP 26 multi-stakeholder workstream.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5968/show@2x/Climate_nexus.PNG?1631901207,/library/5968,2021-01-01,Policy Document
"Gender Equality, Diversity & Inclusion Spotlight","Findings in this data deep dive are based on the Annual Implementation Survey and CEO Study of the UN Global Compact - the world’s most comprehensive insights on business contribution to the UN Sustainable Development Goals to date. Topic spotlights provide latest insight and reflections on gender equality, LGBTIQ+ protection and systemic racism from business leaders from around the world.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5969/show@2x/gender_equality_new_cover.PNG?1632151135,/library/5969,2021-01-01,Report
UN Global Compact Africa Strategy 2021–2023,The UN Global Compact Africa Strategy 2021-2023 aims to accelerate and scale the impact of the private sector to drive progress towards the Sustainable Development Goals across the African continent.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5970/show@2x/africa_strategy_cover.PNG?1632152868,/library/5970,2021-01-01,Report
UN LGBTIQ+ Standards Gap Analysis Tool,"Guides companies in implementing the UN Standards of Conduct for Business to tackle discrimination against lesbian, gay, bi, trans, intersex and queer people in the workplace and beyond. The LGBTIQ+ Tool consists of a gap analysis methodology and questionnaire and is supported by a scoring system and recommendations on how to close gaps and strengthen policies, processes and methodologies to ensure LGBTIQ+ inclusivity.  ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5971/show@2x/lgbt_website.PNG?1632328720,/library/5971,2021-01-01,Website
Nine Business Practices for Improving Safety and Health Through Supply Chains and Building a Culture of Prevention and Protection,"Identifies practices that businesses can implement to advance decent work and improve occupational safety and health (OSH) globally. Co-developed by the United Nations Global Compact and the International Labour Organization, the brief focuses on the role that businesses can play in ensuring safe and healthy workplaces, especially when operating in countries with deficient national safety and health and employment injury protection schemes. It further recognizes the important link between sound OSH practices and effective employment injury insurance schemes: the most desirable mechanisms to protect the incomes of workers who suffer work-related injuries and cover their medical costs.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5972/show@2x/9_business_practices.PNG?1632852173,/library/5972,2021-01-01,Report
Taking the Temperature: Unlocking Breakthrough Climate Action in the G20,"This factsheet from the Science Based Targets initiative (SBTi), prepared by CDP and the UN Global Compact builds on our Taking the Temperature report ahead of the G7 Summit in June 2021. It finds that across the G20, 4215 companies have disclosed climate targets to CDP but just 20% of these are science-based targets in line with Paris Agreement goals. This is made up of 2999 companies in the G7 and 1216 companies in the G13. In the G7, 25% of targets are science-based, compared to just 6% in the G13.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5973/show@2x/temp_cover.PNG?1632854035,/library/5973,2021-01-01,Report
Seaweed as a Nature-Based Climate Solution Vision Statement,"Positions seaweed, or marine macroalgae, as a significant nature-based climate solution with large scaling potential that can directly sequester carbon and indirectly displace greenhouse gas emissions in numerous ways, with clear economic and ecological co-benefits that make it a form of “charismatic carbon” and a holistic nature-based climate solution. This vision statement is a core deliverable of the UN Global Compact ""Blue Road to COP 26.""",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5974/show@2x/climate_solution_cover.PNG?1632942321,/library/5974,2021-01-01,Policy Document
"Women, Peace and Security: A Guidance for Business","This guidance builds on existing frameworks such as the Ten Principles of the United Nations Global Compact, the Sustainable Development Goals, the Women’s Empowerment Principles, and the UN Guiding Principles on Business and Human Rights. It explains the role companies can play in contributing to the achievement of the key pillars of the WPS agenda, particularly  in relation to women’s economic empowerment in fragile and conflict-affected areas.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5975/show@2x/women_peace_cover.PNG?1634749504,/library/5975,2021-01-01,Report
The 2021 United Nations Global Compact–Accenture CEO Sustainability Study,"The United Nations Global Compact–Accenture CEO Sustainability Study offers a candid look at perspectives of more than 1,230 CEOs across 113 countries and 21 industries at the urgent opportunities and challenges for leaders to address the climate crisis. The full report will be released here on 1 November 2021.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5976/show@2x/ceo_study_cover.PNG?1635610261,/library/5976,2021-01-01,Report
Roadmap to Integrate Clean Offshore Renewable Energy into Climate-smart Marine Spatial Planning,"This roadmap presents a framework for climate-smart MSP aiming to respond to the urgency of decarbonization that is needed to meet the meet the Paris Agreement temperature goal to limit global warming to 1.5°C. Specifically, it strives to support a more rapid, socially acceptable and just implementation of offshore renewable energy as one of the key clean energy sources for getting to net zero as quickly as possible. As such, the roadmap encourages not only an increase of offshore renewable energy — with offshore wind energy being the most promising option currently — but also its co-use with other climate-smart uses of the ocean and climate solutions — such as natural carbon sinks and nature restoration, low-trophic aquaculture and other innovative forms of renewable energy.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5977/show@2x/roadmap_cover.PNG?1635951813,/library/5977,2021-01-01,Report
Status Report: Business Ambition for 1.5°C - Responding to the Climate Crisis,"  This Status Report showcases and celebrates the achievements of the Science Based Targets initiative's Business Ambition for 1.5°C campaign and its contribution to a net zero world over the past two and a half years, while outlining what is ahead: transforming credible commitments into tangible actions and reporting on progress.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5978/show@2x/status_report_cover.PNG?1636480170,/library/5978,2021-01-01,Infographic
SBTi Corporate Net-Zero Standard,"  The SBTi’s Corporate Net-Zero Standard (also referred to as the Net-Zero Standard) provides guidance, criteria, and recommendations to support corporates in setting net-zero targets through the SBTi. The main objective of this standard is to provide a standardized and robust approach for corporates to set net-zero targets that are aligned with climate science. The intended audience for this document is corporates with more than 500 employees that wish to commit to setting net-zero targets through the SBTi.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/6011/show@2x/SBTi_cover_net_zero.PNG?1640190081,/library/6011,2021-01-01,Report
Children's Rights and Business Principles,"Developed by the United Nations Global Compact, UNICEF and Save the Children – the Children’s Rights and Business Principles are the first comprehensive set of principles to guide companies on the full range of actions they can take in the workplace, marketplace and community to respect and support children’s rights. While the business and human rights agenda has evolved significantly in recent years, a child rights perspective has not yet been explicitly addressed. (https://childrenandbusiness.org/)",/images/show@2x/missing.png,/library/6013,2021-01-01,Website
Frequently Asked Questions About the Guiding Principles on Business and Human Rights, Explains the background and the contents of the Guiding Principles on Business and Human Rights and how they relate to the broader human rights system and other frameworks. It aims to help both practitioners and newcomers to navigate the Guiding Principles and improve their understanding of the Guiding Principles by placing these in context.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5731/show@2x/FAQ_About_the_Guiding_Principles_on_Business_and_Human_Rights.PNG?1578415001,/library/5731,2020-01-01,Report
SDG Ambition – Scaling Business Impact for the Decade of Action,"This publication is an introduction to SDG Ambition — an new initiative of the UN Global Compact. By raising ambition, deepening integration, and embracing new technologies we believe business can become a leading actor in achieving the Sustainable Development Goals (SDGs). With the launch of SDG Ambition, the UN Global Compact is proud to share its new SDG Implementation Framework, which aims to guide companies to deepen integration of the SDGs and Ten Principles into business strategy, operations, and stakeholder engagement.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5732/show@2x/SDGambition.PNG?1579299127,/library/5732,2020-01-01,Report
UNGC 2020 Business Plan,"The United Nations Global Compact has recently developed a transformational 2020 Global Strategy that provides a lens through which the initiative and its stakeholders can view the current and future opportunity for the initiative to create game-changing impact through private sector contributions to the UN 2030 Agenda for Sustainable Development. Under the umbrella of the 2020 Strategy, this document presents an annualized strategic plan articulating the key priorities and associated financial resource allocations that will enable the UN Global Compact to achieve its 2020 ambitions.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5733/show@2x/Business_Plan_Cover.PNG?1580164938,/library/5733,2020-01-01,Policy Document
Why climate change and human rights are a business issue,"Highlights the central role businesses play in determining whether or not global temperature increases can be limited to 1.5°C by 2050, and identifies key issues that businesses should consider when assessing climate change and human rights - such as climate refugees, human trafficking, litigation hotspots, investor demands, and cost of inaction. ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5735/show@2x/climate_change_cover.PNG?1580249214,/library/5735,2020-01-01,Report
See how companies are reporting on the SDGS,"Since the adoption of the Sustainable Development Goals (SDGs) in 2015, more and more companies are disclosing how they are impacting them and contributing to their achievement. The examples featured below help businesses and interested stakeholders identify select current corporate SDG reporting practices. The examples focus on one or a few elements of the broader corporate reporting process and steps outlined in the ‘Practical Guide Integrating the SDGs into Corporate Reporting.’ Please consult the Practical Guide for best practices on SDG reporting.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5736/show@2x/sdg_reporting_cover.PNG?1581711723,/library/5736,2020-01-01,Case Example
Women's Empowerment and Business: 2020 Trends and Opportunities,"Examines the aggregate results of companies using the Women's Empowerment Principles Gender Gap Analysis Tool with an aim to provide insights on global corporate performance on gender equality and and showcase the efforts of partners and other stakeholders to drive women's empowerment around the world. The report concludes that while corporate support for gender equality is strong, businesses have yet to introduce measurable targets and robust accountability mechanisms to ensure progress. ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5738/show@2x/Screen_Shot_2020-03-11_at_1.01.45_PM.png?1583946129,/library/5738,2020-01-01,Report
Debating Disclosure: The Pros and Cons of Corporate Transparency,"Businesses are facing increasing demands from their stakeholders to be more transparent about their practices and exposure to risks related to their environmental, social, and governance (ESG) performance. Pushing against the trend for more transparency are the costs of data collection, requirements for assurance, exposure to legal jeopardy, and legitimate perceptions of reputational risk. This report navigates this ‘transparency dilemma’, to build a better understanding of the risk/return profile of transparency and thereby help companies to balance competing interests.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5739/show@2x/Briefing_Debate_Disclosure.PNG?1586371287,/library/5739,2020-01-01,Report
Decent Work Toolkit for Sustainable Procurement,"The Decent Work Toolkit for Sustainable Procurement will enable companies, procurement professionals and suppliers to develop a common understanding on how to advance decent work through purchasing decisions and scaling up efforts to improve lives around the globe. With a focus on trust and transparency, the Decent Work Toolkit for Sustainable Procurement is publicly available to all and contains real-life examples of buyers and suppliers jointly addressing decent work concerns in global supply chains.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5740/show@2x/Toolkit_Cover.PNG?1586965852,/library/5740,2020-01-01,Website
Blue Bonds Reference Paper,"Outlines the opportunities for the ESG bond market to secure capital for ocean-related projects and companies that have made, or are planning to make, a significant contribution to the Sustainable Development Goals. The Sustainable Ocean Principles of the UN Global Compact serve as a baseline for issuers to ensure they meet the minimum expectations of a holistic approach to sustainability aligned with the SDGs.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5741/show@2x/blue_bonds_cover.PNG?1588167332,/library/5741,2020-01-01,Report
Ocean Stewardship 2030,"Offers a roadmap for how ocean-related industries and policymakers can jointly secure a healthy and productive ocean by 2030. The report describes five critical areas of success. For each area, the report suggests two ambitions and puts forward several recommendations addressing critical dimensions of public and private actions to accelerate ocean-related solutions.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5742/show@2x/Ocean_Stewardship_2030_Report_cover.PNG?1590779505,/library/5742,2020-01-01,Report
Seaweed Manifesto,"Defines a vision for the seaweed industry: an upscaled, responsible and restorative seaweed industry, playing a globally significant role in food security, climate change mitigation, and support to the marine ecosystem, as well as contributing to job-creation and poverty alleviation. Explores the challenges and barriers for responsible development of the industry.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5743/show@2x/seaweed_rev_cover.PNG?1631120989,/library/5743,2020-01-01,Report
Advancing Science for Sustainable Ocean Business,Outlines the opportunities for the private sector to support the objectives of the Decade of Ocean Science (2021-2030). Developed in collaboration with the UN Global Compact and IOC-UNESCO to raise the awareness of the Decade among private sector partners and draw the private sector’s attention to the key role of ocean science in building the blue economy in a sustainable manner.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5744/show@2x/Advancing-Science-for-Sustainable-Ocean-Business_Cover.PNG?1591277801,/library/5744,2020-01-01,Report
Leadership for the Decade of Action,"Defines the unique characteristics possessed by leaders who are integrating sustainability across strategy, operations and stakeholder engagement and what this means for how CEOs, board members and executives are selected. Based on interviews with Board Members and CEOs, this white paper makes clear that the achievement of the 2030 Agenda for Sustainable Development requires transformational business leaders who understand the need to look beyond near-term profits and embrace their role as change agents — both within and beyond their firms and broader ecosystems. This report is available in English and Chinese.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5745/show@2x/decade_of_action_cover.PNG?1592178018,/library/5745,2020-01-01,Case Example
UN Global Compact 20th-Anniversary Progress Report: Uniting Business in the Decade of Action,"Provides an assessment of how companies participating in the UN Global Compact are adopting the Ten Principles and taking action to deliver on the Sustainable Development Goals (SDGs). Based on data collected as part of the UN Global Compact annual survey, the report takes stock of how businesses are performing on critical sustainability topics. For the first time, the 2020 report reviews data from a sectoral perspective. It also dives into the current state of progress for specific industry contributions to the SDGs. Broadly, the report finds that companies need to take more ambitious actions, at scale, to meet the objectives of the 2030 Agenda and create the world we want. This special 20th-anniversary edition of the UN Global Compact Progress Report was developed in collaboration with DNV GL. ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5747/show@2x/Progress-Report-Cover.PNG?1592182460,/library/5747,2020-01-01,Report
2020 Pressures Report,"The black summer of 2019-2020 has seen the Australian landscape suffer unprecedented destruction. Climate change will continue to dramatically alter our environment, threatening political stability, degrading entire ecosystems, displacing whole communities and undermining business operations. To respond, businesses will need to undergo drastic transformations, embrace emerging economic opportunities and deeply embed principles of sustainability. Businesses no longer have the luxury of time. They must step away from a business as usual approach and reposition themselves as more responsible and sustainably savvy. In 2020, activism will continue to grow globally; lack of trust in both public and private institutions shows no signs of waning; investor pressures on businesses to perform better in matters of ESG will become more pointed; the gap between those that understand business ethics versus those that do not will grow; and the need for business leaders to set bolder human rights and environmental targets will become more pronounced. This report outlines the key pressures facing businesses in 2020, and what companies can do to take advantage of the opportunities presented by the challenges in our landscape to ensure their long-term viability. The opportunity for business to respond and lead the change is clear. How they choose to tackle these major pressures however will be both critical and defining.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5748/show@2x/2020_pressure_report.PNG?1595527988,/library/5748,2020-01-01,Report
Strengthening Resilience: Acting on Climate Change and Health,"The recent Black Summer of bushfires has sharpened the focus on how climate change affects health and served as a wake-up call for governments and business to understand the cost of inaction. Whilst climate change is often marked by extreme weather events, rising sea levels and polar bears teetering on melting ice sheets, the impacts on human health if left unaddressed could be devastating. The challenges ahead are immense but as the impacts of climate change become more pronounced, so too does the opportunity for government and business to implement measures that align with the Paris Agreement. Explore what your organisation can do to take action. Read Now",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5749/show@2x/strength_resilience.PNG?1595528140,/library/5749,2020-01-01,Report
Business and Human Rights: Navigating the legal landscape,"Provides guidance on the evolving business and human rights legal landscape and the consequent legal considerations that apply to multinational companies. Today, multinational companies must navigate increasingly complex human rights obligations, identify human rights risk in supply chains through due diligence, and take steps to mitigate such risks or make public disclosures. This topic is relevant to professionals tasked with embedding sustainability and human rights considerations in their business strategy. This report was developed by Freshfields Bruckhaus Deringer LLP with input from the participants of the UN Global Compact Decent Work in Global Supply Chains Action Platform.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5750/show@2x/Business_and_Human_Rights_cover.PNG?1595960675,/library/5750,2020-01-01,Report
Business Guide - Beirut Explosions,"The 4 August port explosions in Beirut came as Lebanon faced a multi-faceted crisis. The United Nations Global Compact, Connecting Business Initiative and UN OCHA are now calling on the private sector to support relief and recovery efforts. Learn what your company can do in the new Business Guide. ",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5784/show@2x/beirut_explosion_cover.PNG?1597763616,/library/5784,2020-01-01,Report
Sustainable Development Goals: A Guide for Employees,"This Guide equips Australian businesses with the the practical knowledge, tools and skills to tackle existing and future global challenges and accelerate their contributions to the SDGs. The Guide highlights the need for business to play an active role in achieving the SDGs and provides practical guidance and examples to inspire further action. This is through the insights and experiences of many Australian companies leading in their commitments and actions to sustainable business. A guide for Australian senior leaders will provide you with: Better understanding of the SDGs, the benefits the SDGs can provide for business, and the need for business to play an active role in achieving the SDGs; Practical tools and examples to support business leaders to create, demonstrate, measure and communicate their commitment, leadership and actions to achieving the SDGs.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5785/show@2x/austrialia_covr.PNG?1597769595,/library/5785,2020-01-01,Report
Navigating Decent Work Challenges in Multi-Tiered Supply Chains: Leadership Brief,"Examines how companies can navigate complex multi-tiered supply chains and their associated challenges as part of their efforts to advance decent work in their global supply chains. While multi-tier supply chains have the advantage of driving efficiency, reducing planning cycle lead times and reducing possible business disruptions, they also increase the risk of causing or contributing to human rights impacts and decent work deficits, particularly in the lower tiers of the chain. This is exacerbated in a crisis situation such as a pandemic, where workers’ rights and conditions may be compromised and income threatened as a result of order cancellations, factory shut-downs, or layoffs. This report seeks to guide multinational enterprises in reducing global supply chain vulnerabilities and provides proactive measures companies can take and best practice examples to draw inspiration from.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5786/show@2x/Navigating_Decent_Work_Cover.PNG?1598466170,/library/5786,2020-01-01,Report
Blue Resilience Brief,The Blue Resilience Brief outlines areas where scaling-up joint science-industry action could enhance the resilience of the blue economy and contribute towards a more sustainable future.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5787/show@2x/BR_Front_Cover.png?1598537162,/library/5787,2020-01-01,Report
CFO Principles on Integrated SDG Investments and Finance,The CFO Principles supplement the UN Global Compact’s Ten Principles to support companies in the transition to sustainable development and to leverage corporate finance and investments toward the realization of the Sustainable Development Goals (SDGs).    ,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5788/show@2x/cfo_cover.PNG?1600692597,/library/5788,2020-01-01,Report
Integration Guide: Designing Business Systems for the SDGs,This publication presents the approach through which the ten SDG Ambition benchmarks can be integrated into core business processes and systems to enable effective measurement &amp; management of sustainability performance. Business leaders can use this publication to identify the system opportunities to integrate the SDGs into core business processes.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5789/show@2x/SDG_Ambition_IntegrationGuide_Cover.jpg?1600724856,/library/5789,2020-01-01,Report
